Date,HG_close,UUP_close,HG_log_ret,UUP_log_ret,HG_lag1,UUP_lag1,HG_lag2,UUP_lag2,HG_lag3,UUP_lag3,HG_lag5,UUP_lag5,HG_lag10,UUP_lag10,HG_vol20
2007-03-29,3.0764999389648438,20.466915130615234,0.008159267479571157,0.0012070027759440193,3.051500082015991,20.44222640991211,3.052500009536743,20.44222640991211,3.124500036239624,20.450456619262695,3.067500114440918,20.392847061157227,2.984999895095825,20.540979385375977,0.2913397433905618
2007-03-30,3.1435000896453857,20.401079177856445,0.02154428999942291,-0.003221886017354491,3.0764999389648438,20.466915130615234,3.051500082015991,20.44222640991211,3.052500009536743,20.44222640991211,3.069000005722046,20.516294479370117,3.008500099182129,20.466915130615234,0.2843556459674623
2007-04-02,3.1740000247955322,20.450456619262695,0.009655772557617218,0.002417410483550284,3.1435000896453857,20.401079177856445,3.0764999389648438,20.466915130615234,3.051500082015991,20.44222640991211,3.124500036239624,20.450456619262695,3.0174999237060547,20.573894500732422,0.27352749831723994
2007-04-03,3.309499979019165,20.475143432617188,0.04180448432096777,0.0012064241607903435,3.1740000247955322,20.450456619262695,3.1435000896453857,20.401079177856445,3.0764999389648438,20.466915130615234,3.052500009536743,20.44222640991211,3.0309998989105225,20.450456619262695,0.2967821081258844
2007-04-04,3.382499933242798,20.450456619262695,0.021817947089489982,-0.0012064241607901921,3.309499979019165,20.475143432617188,3.1740000247955322,20.450456619262695,3.1435000896453857,20.401079177856445,3.051500082015991,20.44222640991211,3.0190000534057617,20.392847061157227,0.2942195710628931
2007-04-05,3.371000051498413,20.384618759155273,-0.0034056097979333943,-0.0032245767416968535,3.382499933242798,20.450456619262695,3.309499979019165,20.475143432617188,3.1740000247955322,20.450456619262695,3.0764999389648438,20.466915130615234,3.067500114440918,20.392847061157227,0.2957728248743709
2007-04-09,3.496999979019165,20.516294479370117,0.03669600055275331,0.006438789000349728,3.371000051498413,20.384618759155273,3.382499933242798,20.450456619262695,3.309499979019165,20.475143432617188,3.1435000896453857,20.401079177856445,3.069000005722046,20.516294479370117,0.2945945374133475
2007-04-10,3.5169999599456787,20.450456619262695,0.005702890021498595,-0.003214212258652927,3.496999979019165,20.516294479370117,3.371000051498413,20.384618759155273,3.382499933242798,20.450456619262695,3.1740000247955322,20.450456619262695,3.124500036239624,20.450456619262695,0.2915588998037363
2007-04-11,3.575500011444092,20.450456619262695,0.01649668760394006,0.0,3.5169999599456787,20.450456619262695,3.496999979019165,20.516294479370117,3.371000051498413,20.384618759155273,3.309499979019165,20.475143432617188,3.052500009536743,20.44222640991211,0.28467599783946046
2007-04-12,3.493000030517578,20.327011108398438,-0.02334405514553406,-0.006054612748265439,3.575500011444092,20.450456619262695,3.5169999599456787,20.450456619262695,3.496999979019165,20.516294479370117,3.382499933242798,20.450456619262695,3.051500082015991,20.44222640991211,0.3081334782483923
2007-04-13,3.5295000076293945,20.31878089904785,0.010395245453521006,-0.00040497227666565276,3.493000030517578,20.327011108398438,3.575500011444092,20.450456619262695,3.5169999599456787,20.450456619262695,3.371000051498413,20.384618759155273,3.0764999389648438,20.466915130615234,0.2571283226051298
2007-04-16,3.5309998989105225,20.236488342285156,0.0004248683021158413,-0.0040582972938962404,3.5295000076293945,20.31878089904785,3.493000030517578,20.327011108398438,3.575500011444092,20.450456619262695,3.496999979019165,20.516294479370117,3.1435000896453857,20.401079177856445,0.2586765772866127
2007-04-17,3.6740000247955322,20.228260040283203,0.03969990522474048,-0.0004066898940070172,3.5309998989105225,20.236488342285156,3.5295000076293945,20.31878089904785,3.493000030517578,20.327011108398438,3.5169999599456787,20.450456619262695,3.1740000247955322,20.450456619262695,0.28108287487525313
2007-04-18,3.615000009536743,20.203567504882812,-0.016189135293022645,-0.0012214406307872884,3.6740000247955322,20.228260040283203,3.5309998989105225,20.236488342285156,3.5295000076293945,20.31878089904785,3.575500011444092,20.450456619262695,3.309499979019165,20.475143432617188,0.2955144870148647
2007-04-19,3.5840001106262207,20.203567504882812,-0.00861233226945658,0.0,3.615000009536743,20.203567504882812,3.6740000247955322,20.228260040283203,3.5309998989105225,20.236488342285156,3.493000030517578,20.327011108398438,3.382499933242798,20.450456619262695,0.2986221128866846
2007-04-20,3.6064999103546143,20.129499435424805,0.006258222125599217,-0.0036728252195784724,3.5840001106262207,20.203567504882812,3.615000009536743,20.203567504882812,3.6740000247955322,20.228260040283203,3.5295000076293945,20.31878089904785,3.371000051498413,20.384618759155273,0.29743237454131094
2007-04-23,3.630500078201294,20.236488342285156,0.0066326532732794196,0.0053009557443728685,3.6064999103546143,20.129499435424805,3.5840001106262207,20.203567504882812,3.615000009536743,20.203567504882812,3.5309998989105225,20.236488342285156,3.496999979019165,20.516294479370117,0.29614562583765014
2007-04-24,3.549999952316284,20.211795806884766,-0.02242281132296167,-0.001220943680911889,3.630500078201294,20.236488342285156,3.6064999103546143,20.129499435424805,3.5840001106262207,20.203567504882812,3.6740000247955322,20.228260040283203,3.5169999599456787,20.450456619262695,0.31308418182361214
2007-04-25,3.5850000381469727,20.17888069152832,0.009810894637009472,-0.0016298376504769675,3.549999952316284,20.211795806884766,3.630500078201294,20.236488342285156,3.6064999103546143,20.129499435424805,3.615000009536743,20.203567504882812,3.575500011444092,20.450456619262695,0.2928359885833017
2007-04-26,3.486999988555908,20.26117706298828,-0.027716720280717724,0.0040700478503153704,3.5850000381469727,20.17888069152832,3.549999952316284,20.211795806884766,3.630500078201294,20.236488342285156,3.5840001106262207,20.203567504882812,3.493000030517578,20.327011108398438,0.3182518185074211
2007-04-27,3.5144999027252197,20.195341110229492,0.007855475544111297,-0.003254655311284285,3.486999988555908,20.26117706298828,3.5850000381469727,20.17888069152832,3.549999952316284,20.211795806884766,3.6064999103546143,20.129499435424805,3.5295000076293945,20.31878089904785,0.31823479540841704
2007-04-30,3.5415000915527344,20.154190063476562,0.007653152107245469,-0.0020397293263789452,3.5144999027252197,20.195341110229492,3.486999988555908,20.26117706298828,3.5850000381469727,20.17888069152832,3.630500078201294,20.236488342285156,3.5309998989105225,20.236488342285156,0.3133981456721999
2007-05-01,3.615499973297119,20.277633666992188,0.020679759184261633,0.006106278455540527,3.5415000915527344,20.154190063476562,3.5144999027252197,20.195341110229492,3.486999988555908,20.26117706298828,3.549999952316284,20.211795806884766,3.6740000247955322,20.228260040283203,0.3175377067724291
2007-05-02,3.628499984741211,20.294092178344727,0.0035891842835917716,0.0008113291664300287,3.615499973297119,20.277633666992188,3.5415000915527344,20.154190063476562,3.5144999027252197,20.195341110229492,3.5850000381469727,20.17888069152832,3.615000009536743,20.203567504882812,0.2888855158572668
2007-05-03,3.7119998931884766,20.31878089904785,0.022751450618503824,0.0012158077906625714,3.628499984741211,20.294092178344727,3.615499973297119,20.277633666992188,3.5415000915527344,20.154190063476562,3.486999988555908,20.26117706298828,3.5840001106262207,20.203567504882812,0.2896414190300248
2007-05-04,3.750499963760376,20.24471664428711,0.010318368615644781,-0.003651772729323563,3.7119998931884766,20.31878089904785,3.628499984741211,20.294092178344727,3.615499973297119,20.277633666992188,3.5144999027252197,20.195341110229492,3.6064999103546143,20.129499435424805,0.28867545763677377
2007-05-07,3.7105000019073486,20.294092178344727,-0.010722515822850453,0.0024359649386611515,3.750499963760376,20.24471664428711,3.7119998931884766,20.31878089904785,3.628499984741211,20.294092178344727,3.5415000915527344,20.154190063476562,3.630500078201294,20.236488342285156,0.26873121508742764
2007-05-08,3.7155001163482666,20.351701736450195,0.0013466509875903236,0.0028347138109061105,3.7105000019073486,20.294092178344727,3.750499963760376,20.24471664428711,3.7119998931884766,20.31878089904785,3.615499973297119,20.277633666992188,3.549999952316284,20.211795806884766,0.26858699301651706
2007-05-09,3.67549991607666,20.37639045715332,-0.01082413493085376,0.001212368289179773,3.7155001163482666,20.351701736450195,3.7105000019073486,20.294092178344727,3.750499963760376,20.24471664428711,3.628499984741211,20.294092178344727,3.5850000381469727,20.17888069152832,0.2675406568443921
2007-05-10,3.563999891281128,20.401079177856445,-0.03080567589500022,0.0012109002319574918,3.67549991607666,20.37639045715332,3.7155001163482666,20.351701736450195,3.7105000019073486,20.294092178344727,3.7119998931884766,20.31878089904785,3.486999988555908,20.26117706298828,0.27780024473644155
2007-05-11,3.6010000705718994,20.417537689208984,0.010328125160771168,0.0008064218490340706,3.563999891281128,20.401079177856445,3.67549991607666,20.37639045715332,3.7155001163482666,20.351701736450195,3.750499963760376,20.24471664428711,3.5144999027252197,20.195341110229492,0.2777702573042764
2007-05-14,3.492000102996826,20.401079177856445,-0.030736936792162214,-0.0008064218490340493,3.6010000705718994,20.417537689208984,3.563999891281128,20.401079177856445,3.67549991607666,20.37639045715332,3.7105000019073486,20.294092178344727,3.5415000915527344,20.154190063476562,0.2997821630943725
2007-05-15,3.5334999561309814,20.335241317749023,0.011814201261160307,-0.003232393924207137,3.492000102996826,20.401079177856445,3.6010000705718994,20.417537689208984,3.563999891281128,20.401079177856445,3.7155001163482666,20.351701736450195,3.615499973297119,20.277633666992188,0.26436768128937127
2007-05-16,3.4240000247955322,20.425765991210938,-0.03147940321241607,0.004441736270449399,3.5334999561309814,20.335241317749023,3.492000102996826,20.401079177856445,3.6010000705718994,20.417537689208984,3.67549991607666,20.37639045715332,3.628499984741211,20.294092178344727,0.2803774743409791
2007-05-17,3.309000015258789,20.475143432617188,-0.03416343197040718,0.0024144922980980305,3.4240000247955322,20.425765991210938,3.5334999561309814,20.335241317749023,3.492000102996826,20.401079177856445,3.563999891281128,20.401079177856445,3.7119998931884766,20.31878089904785,0.3013888150443199
2007-05-18,3.3285000324249268,20.433998107910156,0.005875728249450205,-0.002011547396574299,3.309000015258789,20.475143432617188,3.4240000247955322,20.425765991210938,3.5334999561309814,20.335241317749023,3.6010000705718994,20.417537689208984,3.750499963760376,20.24471664428711,0.3012192958782076
2007-05-21,3.4059998989105225,20.49160385131836,0.0230167907604485,0.0028151464459639725,3.3285000324249268,20.433998107910156,3.309000015258789,20.475143432617188,3.4240000247955322,20.425765991210938,3.492000102996826,20.401079177856445,3.7105000019073486,20.294092178344727,0.3142310729656072
2007-05-22,3.308500051498413,20.499832153320312,-0.029043622525209215,0.000401464447917314,3.4059998989105225,20.49160385131836,3.3285000324249268,20.433998107910156,3.309000015258789,20.475143432617188,3.5334999561309814,20.335241317749023,3.7155001163482666,20.351701736450195,0.32042313715461834
2007-05-23,3.303999900817871,20.483369827270508,-0.0013611043955368094,-0.0008033694850393904,3.308500051498413,20.499832153320312,3.4059998989105225,20.49160385131836,3.3285000324249268,20.433998107910156,3.4240000247955322,20.425765991210938,3.67549991607666,20.37639045715332,0.31668947009592396
2007-05-24,3.183500051498413,20.516294479370117,-0.037152588988319156,0.0016060940855953003,3.303999900817871,20.483369827270508,3.308500051498413,20.499832153320312,3.4059998989105225,20.49160385131836,3.309000015258789,20.475143432617188,3.563999891281128,20.401079177856445,0.32761258241624513
